Date of Interview,Client name,Industry,Location,Position to be closed,Nature of Skillset,Interview Type,Name(Cand ID),Gender,Candidate Current Location,Candidate Job Location,Interview Venue,Candidate Native location,Have you obtained the necessary permission to start at the required time,Hope there will be no unscheduled meetings,Can I Call you three hours before the interview and follow up on your attendance for the interview,Can I have an alternative number/ desk number. I assure you that I will not trouble you too much,Have you taken a printout of your updated resume. Have you read the JD and understood the same,Are you clear with the venue details and the landmark.,Has the call letter been shared,Observed Attendance,Marital Status,,,,,
29.06.2015,Standard Chartered Bank,BFSI,Chennai,Trade Finance,Routine,Scheduled Walkin,Candidate 37,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
29.06.2015,Standard Chartered Bank,BFSI,Chennai,Trade Finance,Routine,Scheduled Walkin,Candidate 39,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
29.06.2015,Standard Chartered Bank,BFSI,Chennai,Trade Finance,Routine,Scheduled Walkin,Candidate 42,Female,Chennai,Chennai,Chennai,Tanjore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
29.06.2015,Standard Chartered Bank,BFSI,Chennai,Trade Finance,Routine,Scheduled Walkin,Candidate 44,Male,Chennai,Chennai,Chennai,Coimbatore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
29.06.2015,Standard Chartered Bank,BFSI,Chennai,Trade Finance,Routine,Scheduled Walkin,Candidate 46,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
29.06.2015,Standard Chartered Bank,BFSI,Chennai,Trade Finance,Routine,Scheduled Walkin,Candidate 47,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,No- I need to check,Not sure,Yes,Married,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 48,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 49,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 51,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 53,Male,Chennai,Chennai,Chennai,Trichy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 55,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 56,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 57,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 58,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 62,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 63,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 64,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 65,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 67,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 68,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 69,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 71,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 72,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 73,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 74,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 75,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 76,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 77,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 82,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.06.2015,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle,Scheduled Walkin,Candidate 84,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.05.16,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 91,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
25.05.16,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 92,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.5.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 95,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Single,,,,,
25.5.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 98,Female,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Married,,,,,
25-05-2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 99,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Married,,,,,
25.05.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 102,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
25.05.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 103,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.5.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 105,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.5.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 106,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Single,,,,,
25-5-2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 108,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Married,,,,,
25-5-2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 111,Female,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25-5-2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 112,Female,Chennai,Chennai,Chennai,Cochin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.05.16,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 114,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.05.16,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 115,Female,Chennai,Chennai,Chennai,Cochin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
25.05.16,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 116,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.5.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 117,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.5.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 119,Male,Chennai,Chennai,Chennai,Trivandrum,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.05.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 123,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.05.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 124,Female,Chennai,Chennai,Chennai,Chennai,No,Yes,No,No,NA,NA,Yet to Check,Yes,Single,,,,,
25.5.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 126,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.5.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 129,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25-5-2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 132,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
25-5-2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walkin,Candidate 133,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
25-5-2016,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled Walkin,Candidate 134,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.05.16,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled Walkin,Candidate 135,Male,Bangalore,Bangalore,Bangalore,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.05.16,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 136,Male,Bangalore,Bangalore,Bangalore,Pune,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.05.16,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 137,Male,Bangalore,Bangalore,Bangalore,Mumbai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.05.16,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 138,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.5.2016,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 139,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.5.2016,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 141,Female,Bangalore,Bangalore,Bangalore,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
25-05-2016,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 143,Female,Bangalore,Bangalore,Bangalore,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
25.05.2016,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 144,Male,Bangalore,Bangalore,Bangalore,Kolkata,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.05.2016,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 145,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.05.2016,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 146,Male,Bangalore,Bangalore,Bangalore,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.05.2016,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 147,Male,Bangalore,Bangalore,Bangalore,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.5.2016,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 148,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.5.2016,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 149,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25.5.2016,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 151,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25-5-2016,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 152,Male,Bangalore,Bangalore,Bangalore,Trivandrum,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25-5-2016,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 153,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25-5-2016,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 154,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
25-5-2016,ANZ,BFSI,Bangalore,Niche,Banking Operations,Scheduled ,Candidate 155,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 156,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 157,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 158,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 161,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 162,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 163,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 164,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 166,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 167,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 168,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 171,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 172,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 173,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 174,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 176,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 177,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 181,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 182,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 183,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 184,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 185,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 186,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 187,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 188,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 189,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 191,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 192,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 193,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 194,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 195,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 196,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 197,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 198,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 201,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 203,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 205,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 209,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 215,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 216,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 218,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 219,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 221,Female,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 222,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 223,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married,,,,,
4/12/2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Fresher,Walkin,Candidate 224,Male,Bangalore,Bangalore,Bangalore,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single,,,,,
